Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,220.4,184.9,35.49,0,83.9,6.334,11.89,44.06,54.29,7.096,4.515,11.61,38.89,23.21,55.54,81.56
COMP2,302.6,257,45.57,0,84.94,8.133,15.27,60.5,74.75,9.112,6.921,16.03,43.17,23.56,55.54,80.79
IHX,126.5,102.2,24.27,0,80.81,4.331,8.131,67.42,75.63,12.94,4.3,17.24,24.94,38.81,148.1,205.5
MOT1,232,220.4,11.6,0,95,2.07,3.886,42.2,44.06,2.11,0,2.11,0,4.424,50.52,55.54
MOT2,318.5,302.6,15.93,0,95,2.842,5.335,57.93,60.5,2.897,0,2.897,0,4.424,50.52,55.54
SNK_HX,273,261.9,11.12,0,95.93,1.984,3.725,116.2,121.8,4.734,3.749,8.484,44.2,9.215,118.3,129.2
SRC_HX,19.91,8.613e-07,19.91,0,4.327e-06,3.552,6.668,31.89,37.23,31.89,2.142,34.03,6.293,inf,445,1.201e+10
VAL1,58.41,10.03,48.38,0,17.17,8.634,16.21,24.1,31.89,19.96,0,19.96,0,670.7,114.6,883.4
VAL2,86.25,,86.25,0,,15.39,28.89,34.16,,34.16,0,34.16,0,inf,110,
TOT,560.4,261.9,298.5,0,46.73,53.27,100,100.1,121.8,53.34,21.63,74.97,28.85,160.2,49.63,129.2
