Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,284.5,239,45.49,0,84.01,8.355,16.27,55.57,64.99,8.885,6.079,14.96,40.62,16.96,54.26,75.54
COMP2,220,186.8,33.21,0,84.9,6.099,11.88,42.97,51.67,6.486,6.262,12.75,49.12,20.26,54.26,76.85
IHX,154.9,130.7,24.22,0,84.37,4.448,8.663,74.19,80.27,11.6,4.299,15.9,27.04,28.24,133,170.6
MOT1,299.5,284.5,14.97,0,95,2.75,5.356,54.47,55.57,2.723,0,2.723,0,2.022,50.52,54.26
MOT2,231.5,220,11.58,0,95,2.126,4.141,42.11,42.97,2.106,0,2.106,0,2.022,50.52,54.26
SNK_HX,272.9,261.9,11,0,95.97,2.021,3.936,114.7,119.1,4.624,3.584,8.208,43.66,8.195,116.7,126.3
SRC_HX,20.19,0.0007686,20.19,0,0.003806,3.709,7.222,38.45,42.18,38.45,2.249,40.7,5.526,2.882e+06,528.9,1.525e+07
VAL1,84.06,9.742,74.32,0,11.59,13.65,26.58,32.98,38.45,29.16,0,29.16,0,905.9,109,1096
VAL2,44.6,,44.6,0,,8.191,15.95,17.28,,17.28,0,17.28,0,inf,107.6,
TOT,544.4,261.9,279.6,2.993,48.1,51.35,100,96.58,119.1,49.6,22.47,72.07,31.18,156.3,49.28,126.3
