Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,311,261.9,49.12,0,84.21,8.348,15.04,60.83,71.08,9.606,6.421,16.03,40.06,16.86,54.32,75.39
COMP2,221.4,188.2,33.26,0,84.98,5.652,10.19,43.31,51.26,6.505,5.356,11.86,45.16,18.36,54.32,75.66
IHX,163.5,139.4,24.06,0,85.28,4.089,7.369,82.32,89.22,12.12,5.03,17.15,29.33,27.1,139.9,177.8
MOT1,327.4,311,16.37,0,95,2.782,5.013,59.55,60.83,2.977,0,2.977,0,2.146,50.52,54.32
MOT2,233.1,221.4,11.66,0,95,1.981,3.569,42.4,43.31,2.12,0,2.12,0,2.146,50.52,54.32
SNK_HX,273.1,261.9,11.21,0,95.89,1.906,3.434,119.2,123.9,4.897,3.794,8.691,43.66,8.365,121.3,131.4
SRC_HX,37.71,1.116e-06,37.71,0,2.959e-06,6.409,11.55,47.37,51.69,47.37,1.369,48.74,2.808,inf,348.9,1.287e+10
VAL1,98.45,9.798,88.66,0,9.952,15.07,27.15,40.45,47.37,36.43,0,36.43,0,1077,114.1,1343
VAL2,54.5,,54.5,0,,9.263,16.69,21.23,,21.23,0,21.23,0,inf,108.2,
TOT,588.4,261.9,326.6,0,44.5,55.5,100,101.9,123.9,56.58,21.97,78.55,27.97,173.1,48.13,131.4
