Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,453,453,82.39,50.52
e2,power,151.3,151.3,27.52,50.52
e3,power,143.7,143.7,30.11,58.2
e4,power,301.7,301.7,54.87,50.52
e5,power,286.6,286.6,58.2,56.41
