Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,649.1142338787675,518.9724202859928,130.1418135927748,0.0,79.95086121974012,10.279852789688691,18.90295515290125,121.21534205558265,139.7195591351471,24.30263215169048,12.256676896811275,36.55930904850176,33.52546099968913,15.265573454455508,51.87211524784025,74.78429899466373
COMP2,599.3793302945414,499.15523125437346,100.22409904016799,0.0,83.27868613838973,7.916663796740774,14.557440050162395,113.4567320093549,121.95217040438742,18.97145625641028,3.684117046822519,22.6555733032328,16.261416109460445,7.487822224891903,52.580656853816244,67.86586770808447
IHX,291.0130057803119,232.94316874838626,58.06983703192562,0.0,80.04562137138193,4.586914533689499,8.43457990055024,78.34585876460619,84.44258035555332,15.633429297731873,3.309042287521259,18.94247158525313,17.468904586333792,34.65046893161299,74.78270081905828,100.69525733258718
MOT1,657.0240133642994,647.168653163835,9.855360200464492,0.0,98.5,0.7784711865714804,1.431480219478138,118.2643224055739,118.7374352135802,1.7739648360836087,0.0,1.7739648360836087,0.0,0.4000469443217215,50.00000000000001,50.96449083468108
MOT2,608.5069343091791,599.3793302945414,9.127604014637647,0.0,98.50000000000001,0.7209859998313086,1.3257744346642164,109.53124817565221,113.4567320093549,1.6429687226347762,3.4873074222985374,5.130276144933314,67.97504313179358,3.5838940020180337,49.99999999999999,52.580656853816244
MOT3,0.4345787503066578,0.42806006905205796,0.006518681254599869,0.0,98.5,0.0005149081746307411,0.0009468312758982515,0.07822417505519841,0.07853710847722763,0.0011733626258279765,0.0,0.0011733626258279765,0.0,0.40004694432173965,50.0,50.964490834681094
MOT4,0.023551973473794195,0.023198693871687284,0.00035327960210691247,0.0,98.5,2.790542257711765e-05,5.131347328505735e-05,0.004239355225282955,0.0042563146363206435,6.359032837924423e-05,0.0,6.359032837924423e-05,0.0,0.40004694432175614,50.0,50.96449083468108
SNK_HX,628.8336769510777,560.8456796946695,67.98799725640822,0.0,89.18823852023155,5.370346270481334,9.875181754381268,178.6920571833028,184.97374239351328,19.31975900595015,3.0178783438529226,22.337637349803074,13.51028444321811,16.063923598360127,78.93451698004257,91.61449748045122
SNK_PUMP,0.023198693871687284,0.019740965311575567,0.0034577285601117185,0.0,85.09515846350435,0.00027312467533204937,0.0005022312667873128,0.0042563146363206435,3.060797809529745,0.0006343969518382632,3.0563755044440524,3.0570099013958907,99.97924779531958,71811.92548151565,50.96449083468108,43068.89761159327
SRC_HX,58.76912877284905,16.66781163455858,42.10131713829047,0.0,28.361508810147605,3.3255671677350245,6.115169965537969,67.18291554615698,74.19208094389454,48.12882703461963,4.988065004966432,53.11689203958606,9.39073205045395,289.3761745620678,317.54632703803645,1236.4497406830594
SRC_PUMP,0.42806006905205796,0.34244825198859385,0.08561181706346412,0.0,80.00004596246221,0.006762445152516528,0.012435022179519509,0.07853710847722763,3.1674261456409836,0.015707385597856723,3.0847791876660677,3.1004865732639244,99.49338965911659,3933.031272801953,50.964490834681094,2569.2658406114147
VAL1,220.6070632811908,52.95268545613264,167.65437782505816,0.0,24.00316865133096,13.24295609542765,24.351613810540762,59.392600490719026,67.44095507684791,45.13649442852052,0.0,45.13649442852052,0.0,373.0671529982115,74.78429899466377,353.779954143726
VAL2,103.2150288584265,,103.2150288584265,0.0,,8.152916215446078,14.991869313588266,28.0956976318372,,28.095697631837197,0.0,28.095697631837197,0.0,inf,75.61263645038414,
TOT,1265.9890783972592,560.8478900926776,688.4733764646343,16.667811839947245,44.30116338781615,54.3822524390369,100.0,227.87803411150665,264.7622758058896,123.92520776363415,36.88424169438306,160.8094494580172,22.93661337607681,162.26389690293428,50.0,131.13194845146714
