Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,298.3,250.8,47.42,0,84.1,7.664,14.44,59.34,70.54,9.434,7.03,16.46,42.7,18.88,55.26,78.11
COMP2,287.3,245,42.29,0,85.28,6.835,12.88,56.34,67.1,8.293,7.04,15.33,45.91,19.1,54.47,76.07
IHX,141.5,118.9,22.53,0,84.07,3.642,6.863,39.78,46.05,6.336,4.286,10.62,40.35,37.69,78.11,107.6
MOT1,313.3,297.6,15.66,0,95,2.532,4.771,56.98,58.36,2.849,0,2.849,0,2.418,50.52,54.47
MOT2,302.4,287.3,15.12,0,95,2.444,4.606,55.01,56.34,2.751,0,2.751,0,2.418,50.52,54.47
SNK_HX,290.4,280.1,10.33,0,96.44,1.669,3.146,90.74,95.21,3.227,3.564,6.791,52.48,8.798,86.8,94.44
SRC_HX,24.12,7.374,16.75,0,30.57,2.706,5.101,37.23,40.79,25.85,2.085,27.93,7.463,258.4,428.8,1536
VAL1,109.4,24.75,84.63,0,22.63,13.68,25.78,30.76,38.2,23.8,0,23.8,0,448.9,78.11,428.8
VAL2,73.58,,73.58,0,,11.89,22.41,22.41,,22.41,0,22.41,0,inf,84.61,
TOT,618.7,280.1,328.3,10.36,45.26,53.06,100,112,136,59.43,24,83.43,28.77,168.3,50.28,134.9
