Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,269,226.5,42.5,0,84.2,7.679,15.27,55.46,72.52,8.761,5.195,13.96,37.22,30.77,57.27,88.94
COMP2,215,182.8,32.29,0,84.98,5.835,11.6,44.33,58.6,6.657,5.248,11.9,44.08,32.18,57.27,89.07
IHX,166.2,142.6,23.6,0,85.8,4.264,8.482,56.54,68.4,8.031,5.267,13.3,39.61,41,94.52,133.3
MOT1,283.2,269,14.16,0,95,2.558,5.088,51.5,55.46,2.575,0,2.575,0,7.679,50.52,57.27
MOT2,226.4,215,11.32,0,95,2.045,4.068,41.17,44.33,2.059,0,2.059,0,7.679,50.52,57.27
SNK_HX,273.1,261.9,11.22,0,95.89,2.028,4.033,107.6,114.5,4.42,3.797,8.217,46.21,11.01,109.4,121.4
SRC_HX,30.59,10.74,19.85,0,35.12,3.586,7.133,-1.897e-13,7.848,-1.231e-13,2.304,2.304,100,inf,-1.723e-12,202.9
VAL1,71.08,,71.08,0,,12.84,25.54,23.83,,23.83,0,23.83,0,inf,93.12,
VAL2,52.23,,52.23,0,,9.438,18.77,19.45,,19.45,0,19.45,0,inf,103.4,
TOT,553.4,261.9,278.2,13.31,47.32,50.28,100,92.68,114.5,46.59,21.81,68.4,31.88,161.1,46.52,121.4
