Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,294.9,248.4,46.45,0,84.25,7.876,15,57.96,68.54,9.13,6.068,15.2,39.93,18.24,54.6,76.63
COMP2,255.6,218,37.61,0,85.29,6.376,12.14,50.24,60.2,7.392,6.309,13.7,46.05,19.81,54.6,76.71
IHX,156.7,133.9,22.74,0,85.48,3.857,7.344,80.6,87.33,11.7,4.525,16.23,27.89,26.75,142.9,181.1
MOT1,310.4,294.9,15.52,0,95,2.632,5.011,56.46,57.96,2.823,0,2.823,0,2.666,50.52,54.6
MOT2,269.1,255.6,13.45,0,95,2.281,4.344,48.94,50.24,2.447,0,2.447,0,2.666,50.52,54.6
SNK_HX,290.4,280.1,10.34,0,96.44,1.754,3.34,123.5,128.1,4.398,3.595,7.992,44.98,7.555,118.1,127
SRC_HX,17.23,0.01603,17.22,0,0.093,2.919,5.559,47.6,51.43,47.55,2.168,49.72,4.36,1.161e+05,767.2,8.915e+05
VAL1,91.78,6.933,84.85,0,7.554,14.39,27.4,39.37,47.6,36.39,0,36.39,0,1501,119.1,1907
VAL2,61.52,,61.52,0,,10.43,19.86,24.07,,24.07,0,24.07,0,inf,108.7,
TOT,589.8,280.1,309.7,0,47.49,52.51,100,105.4,128.1,55.35,22.66,78.01,29.05,155.9,49.64,127
