Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,208.5,175.1,33.43,0,83.97,4.928,8.612,43.31,56.09,6.945,4.812,11.76,40.93,29.51,57.71,89.01
COMP2,434.6,370.9,63.7,0,85.34,9.389,16.41,88.66,112.7,12.99,8.821,21.82,40.43,27.08,56.67,84.38
IHX,101.3,80.55,20.71,0,79.55,3.053,5.335,32.45,41.86,6.636,4.475,11.11,40.28,62.18,89.01,144.4
MOT1,218.8,207.8,10.94,0,95,1.612,2.818,39.79,42.4,1.99,0,1.99,0,6.554,50.52,56.67
MOT2,457.5,434.6,22.87,0,95,3.372,5.893,83.21,88.66,4.16,0,4.16,0,6.554,50.52,56.67
SNK_HX,290.7,280.1,10.64,0,96.34,1.568,2.74,100.3,106.8,3.67,3.959,7.629,51.89,10.52,95.85,105.9
SRC_HX,24.56,8.008,16.55,0,32.61,2.439,4.263,34.32,40,23.13,1.74,24.87,6.996,257.4,388.2,1388
VAL1,73.8,25.21,48.59,0,34.16,7.162,12.52,23.65,35.23,15.57,0,15.57,0,336.1,89.01,388.2
VAL2,160.8,,160.8,0,,23.7,41.41,54.22,,54.22,0,54.22,0,inf,93.69,
TOT,678.4,280.1,388.2,10.19,41.28,57.22,100,123,146.8,70.38,23.81,94.18,25.28,189.1,50.36,145.6
