Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,221.9,184.7,37.2,0,83.23,6.891,13.08,44.31,54.69,7.431,6.164,13.59,45.34,23.42,55.48,82.27
COMP2,289,244.3,44.77,0,84.51,8.292,15.74,57.06,69.67,8.838,7.542,16.38,46.04,22.1,54.84,79.23
IHX,107.3,82.98,24.28,0,77.36,4.497,8.537,31.77,38.92,7.192,4.402,11.59,37.97,58.36,82.27,130.3
MOT1,232.7,221,11.63,0,95,2.155,4.09,42.32,43.64,2.116,0,2.116,0,3.113,50.52,54.84
MOT2,304.2,289,15.21,0,95,2.818,5.348,55.34,57.06,2.767,0,2.767,0,3.113,50.52,54.84
SNK_HX,253.6,241.9,11.76,0,95.36,2.179,4.136,84.71,89.71,3.929,3.667,7.596,48.28,11.05,92.78,103
SRC_HX,32.74,10.62,22.12,0,32.43,4.097,7.777,27.21,31.93,18.39,2.213,20.6,10.74,261.8,230.9,835.5
VAL1,77.39,33.55,43.85,0,43.34,8.122,15.42,22.92,27.89,12.99,0,12.99,0,180.7,82.27,230.9
VAL2,73.59,,73.59,0,,13.63,25.87,23.87,,23.87,0,23.87,0,inf,90.11,
TOT,539.9,241.9,284.4,13.6,44.8,52.68,100,97.66,121.6,51.45,23.99,75.43,31.8,178,50.24,139.7
