Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,206.4,178.9,27.59,0,86.64,4.688,12.46,37.17,43.68,4.967,2.777,7.744,35.86,17.51,50.01,67.83
COMP2,200.6,171.4,29.24,0,85.42,4.969,13.21,35,43.46,5.102,4.499,9.601,46.86,24.15,48.47,70.44
IHX,208.8,174.1,34.74,0,83.37,5.903,15.69,43.73,51.53,7.275,3.102,10.38,29.89,41.35,58.17,82.23
MOT1,217.3,206.4,10.87,0,95,1.846,4.908,34.55,37.17,1.728,1.148,2.876,39.92,7.575,44.17,50.01
MOT2,211.2,200.6,10.56,0,95,1.794,4.77,33.58,35,1.679,0,1.679,0,4.252,44.17,48.47
SNK_HX,291.1,280.1,11,0,96.22,1.87,4.971,80.39,85.85,3.039,3.969,7.008,56.63,10.98,76.72,85.15
SRC_HX,72.96,52.5,20.46,0,71.96,3.477,9.242,0,4.992,0,2.226,2.226,100,inf,0,26.42
VAL1,22.53,,22.53,0,,3.829,10.18,4.935,,4.935,0,4.935,0,inf,60.85,
VAL2,54.39,,54.39,0,,9.243,24.57,14.6,,14.6,0,14.6,0,inf,74.55,
TOT,588.5,280.1,221.4,87.04,47.59,37.62,100,68.13,85.85,25.63,17.72,43.35,40.88,164.8,32.16,85.15
