Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,143.7,123.4,20.38,0,85.82,3.325,8.36,26.45,32.96,3.75,2.504,6.254,40.04,24.6,51.12,74.21
COMP2,286.6,244.7,41.86,0,85.39,6.83,17.17,50.93,64.9,7.439,5.748,13.19,43.59,27.43,49.36,73.67
IHX,162.8,135,27.72,0,82.97,4.523,11.37,36.1,44.86,6.15,3.306,9.456,34.96,49.75,61.62,92.27
MOT1,151.3,143.7,7.565,0,95,1.234,3.104,24.06,26.45,1.203,0.9074,2.11,43,9.949,44.17,51.12
MOT2,301.7,286.6,15.08,0,95,2.461,6.188,47.96,50.93,2.398,0,2.398,0,6.177,44.17,49.36
SNK_HX,290.9,280.1,10.85,0,96.27,1.77,4.45,84.54,90.62,3.152,3.946,7.098,55.59,11.34,80.72,89.88
SRC_HX,70.86,51.46,19.4,0,72.62,3.165,7.96,4.996e-14,5.996,1.368e-14,2.185,2.185,100,inf,1.959e-13,32.37
VAL1,12.04,,12.04,0,,1.965,4.941,2.848,,2.848,0,2.848,0,inf,65.67,
VAL2,88.84,,88.84,0,,14.49,36.45,25.21,,25.21,0,25.21,0,inf,78.83,
TOT,612.9,280.1,243.7,89.14,45.69,39.77,100,72.02,90.62,28.64,18.6,47.24,39.37,175.4,32.64,89.88
