Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,211.4,176.6,34.75,0,83.56,6.119,11.36,42.29,53.15,6.953,5.145,12.1,42.53,25.66,55.58,83.59
COMP2,309.7,263.1,46.66,0,84.94,8.216,15.25,61.97,76.72,9.336,7.079,16.41,43.12,23.79,55.58,81.01
IHX,121.2,99.22,22.02,0,81.84,3.877,7.194,67.07,75.71,12.18,5.019,17.2,29.18,37.92,153.7,211.9
MOT1,222.5,211.4,11.12,0,95,1.959,3.635,40.47,42.29,2.023,0,2.023,0,4.515,50.52,55.58
MOT2,326,309.7,16.3,0,95,2.87,5.327,59.3,61.97,2.965,0,2.965,0,4.515,50.52,55.58
SNK_HX,273,261.9,11.11,0,95.93,1.957,3.632,116.8,122.4,4.756,3.745,8.501,44.06,9.215,118.9,129.8
SRC_HX,29.44,8.952e-07,29.44,0,3.041e-06,5.184,9.619,31.15,37.62,31.15,1.644,32.79,5.014,inf,293.9,1.167e+10
VAL1,55.37,10.05,45.32,0,18.15,7.981,14.81,23.7,31.15,19.4,0,19.4,0,623.9,118.9,860.6
VAL2,89.3,,89.3,0,,15.72,29.18,35.6,,35.6,0,35.6,0,inf,110.7,
TOT,567.9,261.9,306,0,46.11,53.89,100,99.76,122.4,53.76,22.63,76.39,29.63,166.1,48.8,129.8
