Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,212.4,183.2,29.19,0,86.26,5.782,11.76,43.01,49.41,5.91,3.602,9.512,37.86,14.89,56.25,74.92
COMP2,264.7,223.6,41.03,0,84.5,8.128,16.54,52.01,64.41,8.064,8.452,16.52,51.17,23.83,54.59,80
IHX,129.7,85.3,44.41,0,65.76,8.797,17.9,34.98,41.33,11.98,2.082,14.06,14.81,79.66,74.92,134.6
MOT1,223.2,212.1,11.16,0,95,2.211,4.498,40.6,42.87,2.03,1.189,3.219,36.93,5.568,50.52,56.14
MOT2,278.6,264.7,13.93,0,95,2.759,5.613,50.67,52.01,2.534,0,2.534,0,2.641,50.52,54.59
SNK_HX,253.6,241.9,11.72,0,95.38,2.322,4.723,87.21,91.9,4.031,3.557,7.588,46.88,10.48,95.53,105.5
SRC_HX,35.96,11.81,24.16,0,32.83,4.785,9.734,15.94,20.43,10.71,2.17,12.88,16.85,290.4,123.1,480.8
VAL1,53.51,36.28,17.22,0,67.81,3.411,6.94,14.43,16.09,4.645,0,4.645,0,64.37,74.92,123.1
VAL2,55.34,,55.34,0,,10.96,22.3,18.52,,18.52,0,18.52,0,inf,92.99,
TOT,504.8,241.9,248.2,14.79,47.91,49.16,100,91.28,112.3,44.87,21.05,65.92,31.93,156.8,50.23,129
