Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,292.6,255.2,37.33,0,87.24,7.441,14.37,58.06,64.45,7.408,5.005,12.41,40.32,11.02,55.12,70.14
COMP2,142.9,120.9,22.01,0,84.59,4.387,8.471,27.64,33.03,4.258,4.566,8.824,51.75,19.49,53.73,75.9
IHX,211,158.4,52.59,0,75.08,10.48,20.23,69.04,72.52,17.21,1.519,18.73,8.114,39.91,90.89,127.2
MOT1,308,292.6,15.4,0,95,3.069,5.925,56.02,58.06,2.801,1.465,4.266,34.35,3.641,50.52,55.12
MOT2,150.4,142.9,7.52,0,95,1.499,2.894,27.36,27.64,1.368,0,1.368,0,1.025,50.52,53.73
SNK_HX,253.8,241.9,11.9,0,95.31,2.372,4.579,96.8,101,4.539,3.75,8.289,45.24,9.466,106,116
SRC_HX,55.27,3.737e-07,55.27,0,6.761e-07,11.02,21.27,14.09,17.47,14.09,1.315,15.4,8.535,inf,70.81,1.298e+10
VAL1,44.25,11.9,32.35,0,26.89,6.448,12.45,12.88,14.09,9.419,0,9.419,0,306.8,80.87,329
VAL2,25.5,,25.5,0,,5.083,9.814,8.743,,8.743,0,8.743,0,inf,95.23,
TOT,501.8,241.9,259.9,0,48.21,51.79,100,83.37,101,43.18,17.62,60.8,28.98,151.3,46.16,116
