Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,308,258.8,49.25,0,84.01,9.508,17.84,59.61,68.02,9.531,6.46,15.99,40.4,14.1,53.76,73.01
COMP2,163.7,138.3,25.34,0,84.52,4.892,9.179,31.67,38.39,4.904,5.721,10.63,53.85,21.22,53.76,77.11
IHX,167,140.8,26.18,0,84.33,5.054,9.482,74.28,79.52,11.64,4.204,15.84,26.53,26.94,123.5,156.8
MOT1,324.2,308,16.21,0,95,3.13,5.872,58.97,59.61,2.949,0,2.949,0,1.084,50.52,53.76
MOT2,172.3,163.7,8.614,0,95,1.663,3.12,31.33,31.67,1.567,0,1.567,0,1.084,50.52,53.76
SNK_HX,253.6,241.9,11.75,0,95.37,2.269,4.258,108,112.1,5.006,3.631,8.638,42.04,8.834,118.3,128.8
SRC_HX,32.51,1.158e-06,32.51,0,3.562e-06,6.276,11.77,36.89,39.97,36.89,1.799,38.68,4.651,inf,315.2,9.588e+09
VAL1,91.76,11.07,80.69,0,12.07,15.58,29.23,33.7,36.89,29.64,0,29.64,0,807,102,925.4
VAL2,25.53,,25.53,0,,4.929,9.248,9.881,,9.881,0,9.881,0,inf,107.5,
TOT,517.9,241.9,276.1,0,46.7,53.3,100,90.31,112.1,48.13,21.82,69.95,31.19,165.9,48.43,128.8
