Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,270.2,226.7,43.46,0,83.91,7.795,14.7,52.8,61.99,8.493,5.92,14.41,41.07,17.41,54.28,75.96
COMP2,231.6,196.6,34.97,0,84.9,6.272,11.83,45.26,54.42,6.833,6.534,13.37,48.88,20.26,54.28,76.89
IHX,148.6,124.6,23.97,0,83.87,4.299,8.106,71.51,77.59,11.54,4.279,15.81,27.05,29.38,133.7,173
MOT1,284.4,270.2,14.22,0,95,2.55,4.809,51.72,52.8,2.586,0,2.586,0,2.071,50.52,54.28
MOT2,243.8,231.6,12.19,0,95,2.186,4.122,44.34,45.26,2.217,0,2.217,0,2.071,50.52,54.28
SNK_HX,272.9,261.9,11,0,95.97,1.973,3.72,113.4,117.8,4.571,3.573,8.144,43.88,8.246,115.4,124.9
SRC_HX,39.74,1.041e-06,39.74,0,2.619e-06,7.128,13.44,35.56,39.97,35.56,1.416,36.98,3.83,inf,248.6,1.067e+10
VAL1,78.13,10.35,67.78,0,13.25,12.16,22.92,30.46,35.56,26.42,0,26.42,0,781.4,108.3,954.5
VAL2,48.34,,48.34,0,,8.671,16.35,18.63,,18.63,0,18.63,0,inf,107.1,
TOT,557.5,261.9,295.7,0,46.97,53.03,100,96.06,117.8,50.94,21.72,72.66,29.89,161.1,47.86,124.9
