Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,178,150.3,27.68,0,84.45,4.265,10,36.86,48.07,5.732,2.989,8.721,34.27,30.41,57.52,88.83
COMP2,286.6,244.7,41.86,0,85.39,6.45,15.13,59.35,77.62,8.669,5.848,14.52,40.28,30.8,57.52,88.12
IHX,157.4,135,22.4,0,85.77,3.452,8.097,43.12,55.49,6.136,5.715,11.85,48.22,50.02,76.08,114.1
MOT1,187.4,178,9.368,0,95,1.443,3.386,34.08,36.86,1.704,0,1.704,0,8.163,50.52,57.52
MOT2,301.7,286.6,15.08,0,95,2.324,5.452,54.87,59.35,2.743,0,2.743,0,8.163,50.52,57.52
SNK_HX,290.9,280.1,10.85,0,96.27,1.671,3.92,102.6,109.9,3.826,4.014,7.841,51.2,11.2,97.99,109
SRC_HX,67.72,50.05,17.67,0,73.9,2.723,6.388,1.553e-13,7.593,4.054e-14,2.345,2.345,100,inf,6.372e-13,42.15
VAL1,42.91,,42.91,0,,6.612,15.51,12.54,,12.54,0,12.54,0,inf,81.16,
VAL2,88.84,,88.84,0,,13.69,32.11,30.49,,30.49,0,30.49,0,inf,95.35,
TOT,649,280.1,276.7,92.28,43.15,42.63,100,88.94,109.9,37.92,20.91,58.83,35.55,186.2,38.07,109
