Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,247.5,215.8,31.74,0,87.18,5.882,12.23,50.16,58.19,6.431,4.508,10.94,41.21,16.03,56.28,74.91
COMP2,255.6,218,37.61,0,85.29,6.969,14.49,50.44,60.93,7.42,6.309,13.73,45.95,20.8,54.81,77.63
IHX,178.6,133.9,44.67,0,74.99,8.278,17.21,65.5,71.83,16.38,1.352,17.74,7.625,46.22,101.9,149
MOT1,260.6,247.5,13.03,0,95,2.414,5.02,47.39,50.16,2.37,1.314,3.684,35.68,5.832,50.52,56.28
MOT2,269.1,255.6,13.45,0,95,2.493,5.184,48.94,50.44,2.447,0,2.447,0,3.058,50.52,54.81
SNK_HX,290.4,280.1,10.34,0,96.44,1.917,3.985,110.7,115.5,3.944,3.595,7.538,47.68,8.137,105.9,114.5
SRC_HX,20.25,3.205e-07,20.25,0,1.583e-06,3.753,7.802,14.87,19.18,14.87,2.061,16.93,12.17,inf,204,1.663e+10
VAL1,37.2,10.27,26.93,0,27.61,4.99,10.38,11.87,14.87,8.596,0,8.596,0,353.6,88.67,402.2
VAL2,61.52,,61.52,0,,11.4,23.7,22.03,,22.03,0,22.03,0,inf,99.47,
TOT,539.6,280.1,259.5,0,51.9,48.1,100,96.33,115.5,46.33,19.14,65.47,29.23,131,49.59,114.5
