Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,308.8,260.9,47.96,0,84.47,7.624,14.2,61.51,71.7,9.553,6.198,15.75,39.35,16.55,55.33,76.35
COMP2,287.3,245,42.29,0,85.28,6.724,12.52,56.27,66.82,8.282,7.04,15.32,45.95,18.75,54.4,75.75
IHX,145.1,118.9,26.13,0,81.99,4.153,7.736,39.87,43.58,7.18,1.541,8.722,17.67,33.32,76.35,101.8
MOT1,324.2,307.9,16.21,0,95,2.577,4.799,58.96,60.31,2.948,0,2.948,0,2.283,50.52,54.4
MOT2,302.4,287.3,15.12,0,95,2.404,4.478,55.01,56.27,2.751,0,2.751,0,2.283,50.52,54.4
SNK_HX,290.4,280.1,10.33,0,96.44,1.642,3.058,88.46,92.89,3.146,3.564,6.71,53.11,8.87,84.62,92.13
SRC_HX,27.04,8.832,18.21,0,32.66,2.895,5.393,37.92,41.34,25.53,1.907,27.44,6.951,233.8,389.4,1300
VAL1,115.8,27.91,87.89,0,24.1,13.97,26.03,31.83,39.12,24.16,0,24.16,0,410.1,76.35,389.4
VAL2,73.58,,73.58,0,,11.7,21.79,21.93,,21.93,0,21.93,0,inf,82.81,
TOT,629,280.1,337.7,11.24,44.52,53.69,100,114,134.2,61.19,20.25,81.44,24.87,164.5,50.33,133.1
