Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,235.7,204,31.8,0,86.51,6.591,13.22,47.1,53.56,6.353,4.681,11.03,42.43,13.7,55.5,72.94
COMP2,190.6,161,29.53,0,84.51,6.121,12.28,37.05,45.03,5.74,6.341,12.08,52.49,21.56,54,77.68
IHX,170.4,125.1,45.29,0,73.42,9.388,18.83,58.82,62.88,15.64,1.527,17.16,8.898,45.59,95.91,139.6
MOT1,248.2,235.7,12.41,0,95,2.572,5.159,45.14,47.1,2.257,1.273,3.53,36.07,4.354,50.52,55.5
MOT2,200.6,190.6,10.03,0,95,2.079,4.17,36.49,37.05,1.824,0,1.824,0,1.533,50.52,54
SNK_HX,253.6,241.9,11.74,0,95.37,2.433,4.88,96.31,100.6,4.458,3.611,8.069,44.76,9.498,105.5,115.5
SRC_HX,45.71,3.543e-07,45.71,0,7.752e-07,9.475,19,11.22,15.29,11.22,1.519,12.74,11.92,inf,68.19,1.199e+10
VAL1,33.58,12.06,21.52,0,35.91,4.462,8.948,10.02,11.22,6.421,0,6.421,0,211.8,82.88,258.4
VAL2,32.51,,32.51,0,,6.738,13.51,11.6,,11.6,0,11.6,0,inf,99.14,
TOT,482.4,241.9,240.5,0,50.14,49.86,100,81.62,100.6,40.7,18.95,59.65,31.77,145.7,47,115.5
