Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,230.8,192.8,37.99,0,83.54,7.254,14.19,45.66,54.28,7.516,5.432,12.95,41.95,18.87,54.96,78.2
COMP2,264.7,223.6,41.03,0,84.5,7.836,15.33,51.84,63.73,8.037,8.452,16.49,51.26,22.94,54.41,79.16
IHX,112.5,85.3,27.2,0,75.82,5.194,10.16,31.67,37.39,7.657,3.44,11.1,31,55.71,78.2,121.8
MOT1,242.1,230,12.1,0,95,2.311,4.522,44.03,45.05,2.202,0,2.202,0,2.303,50.52,54.41
MOT2,278.6,264.7,13.93,0,95,2.66,5.205,50.67,51.84,2.534,0,2.534,0,2.303,50.52,54.41
SNK_HX,253.6,241.9,11.72,0,95.38,2.238,4.379,83.33,87.87,3.851,3.557,7.408,48.02,10.56,91.28,100.9
SRC_HX,34.15,11.16,22.99,0,32.67,4.391,8.591,25.79,29.95,17.36,2.229,19.59,11.38,255.4,209.8,745.5
VAL1,80.31,34.97,45.34,0,43.54,8.659,16.94,22.61,26.41,12.76,0,12.76,0,168.2,78.2,209.8
VAL2,55.34,,55.34,0,,10.57,20.67,17.79,,17.79,0,17.79,0,inf,89.3,
TOT,523.7,241.9,267.6,14.14,46.19,51.11,100,94.71,117.8,48.4,23.11,71.52,32.32,169.3,50.24,135.3
