Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,234.3,196.3,38.07,0,83.75,6.687,12.92,46.75,56.23,7.595,5.351,12.95,41.33,20.27,55.42,79.58
COMP2,304.6,258.6,46.01,0,84.9,8.083,15.62,60.06,73.62,9.072,8.575,17.65,48.59,22.58,54.77,79.08
IHX,114.4,88.95,25.44,0,77.76,4.469,8.636,32.77,39.03,7.287,3.505,10.79,32.47,53.16,79.58,121.9
MOT1,245.8,233.5,12.29,0,95,2.159,4.173,44.71,46.05,2.236,0,2.236,0,2.978,50.52,54.77
MOT2,320.6,304.6,16.03,0,95,2.817,5.443,58.32,60.06,2.916,0,2.916,0,2.978,50.52,54.77
SNK_HX,272.9,261.9,10.99,0,95.97,1.93,3.73,88.83,93.53,3.577,3.505,7.082,49.49,9.703,90.44,99.21
SRC_HX,30.89,10.07,20.82,0,32.6,3.658,7.069,28.19,32.52,19,2.081,21.08,9.872,254,253.5,897.2
VAL1,81.86,31.66,50.2,0,38.68,8.819,17.04,23.45,28.89,14.38,0,14.38,0,218.5,79.58,253.5
VAL2,74.7,,74.7,0,,13.12,25.36,23.82,,23.82,0,23.82,0,inf,88.57,
TOT,569.2,261.9,294.5,12.81,46,51.75,100,103,126.1,53.32,23.02,76.33,30.15,165.9,50.28,133.7
