Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,195.1,168.6,26.49,0,86.42,4.923,10.82,40.37,48.83,5.482,3.583,9.065,39.52,20.98,57.48,80.47
COMP2,274.5,234.1,40.4,0,85.28,7.507,16.5,55.22,69.4,8.127,6.734,14.86,45.31,25.68,55.88,82.35
IHX,160.9,124.9,36.05,0,77.6,6.698,14.72,49.2,58.18,11.02,2.341,13.36,17.52,52.4,84.91,129.4
MOT1,205.3,195.1,10.27,0,95,1.908,4.193,37.35,40.37,1.867,1.126,2.993,37.61,8.082,50.52,57.48
MOT2,288.9,274.5,14.45,0,95,2.684,5.901,52.56,55.22,2.628,0,2.628,0,5.068,50.52,55.88
SNK_HX,290.4,280.1,10.33,0,96.44,1.92,4.221,103.9,109.4,3.698,3.576,7.275,49.16,9.158,99.42,108.5
SRC_HX,30.61,10.52,20.09,0,34.37,3.733,8.207,-5.074e-14,5.853,-3.33e-14,2.149,2.149,100,inf,-4.604e-13,154.5
VAL1,18.15,,18.15,0,,3.373,7.414,5.489,,5.489,0,5.489,0,inf,83.99,
VAL2,68.6,,68.6,0,,12.75,28.02,23.65,,23.65,0,23.65,0,inf,95.78,
TOT,538.2,280.1,244.8,13.29,52.04,45.49,100,89.9,109.4,40.9,19.51,60.41,32.3,133.9,46.4,108.5
