Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,240.5,208.3,32.27,0,86.58,6.907,14.52,48.03,54.59,6.445,4.797,11.24,42.67,13.65,55.47,72.81
COMP2,190.6,161,29.53,0,84.51,6.32,13.29,37.03,44.98,5.738,6.341,12.08,52.49,21.47,53.98,77.59
IHX,171.2,125.1,46.16,0,73.04,9.88,20.77,44.89,48.92,12.1,1.52,13.62,11.16,49.21,72.81,108.6
MOT1,253.2,240.5,12.66,0,95,2.709,5.696,46.05,48.03,2.302,1.29,3.593,35.91,4.299,50.52,55.47
MOT2,200.6,190.6,10.03,0,95,2.147,4.513,36.49,37.03,1.824,0,1.824,0,1.498,50.52,53.98
SNK_HX,253.6,241.9,11.74,0,95.37,2.512,5.282,83.57,87.82,3.868,3.611,7.479,48.28,10.19,91.53,100.9
SRC_HX,25.22,0.1334,25.08,0,0.5291,5.369,11.29,10.91,14.52,10.85,2.245,13.1,17.14,2.506e+04,120.2,3.024e+04
VAL1,37.01,14.76,22.25,0,39.89,4.762,10.01,9.702,10.91,5.832,0,5.832,0,182,72.81,205.4
VAL2,32.51,,32.51,0,,6.957,14.63,10.34,,10.34,0,10.34,0,inf,88.35,
TOT,467.2,241.9,222.2,3.119,51.77,47.56,100,82.54,102.3,39.26,19.8,59.06,33.53,139.5,49.07,117.5
