Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
CC,2485,1712,773,0,68.89,30.73,41.84,143.8,143.8,44.73,0,44.73,0,45.16,16.07,23.33
GAS_HX,1635,560.1,1075,0,34.26,42.72,58.16,137.3,137.3,90.26,0,90.26,0,191.9,23.33,68.09
TOT,2515,560.1,1848,107.6,22.27,73.45,100,143.9,143.9,105.7,0,105.7,0,349.1,15.89,71.35
