Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,481.6,481.6,87.59,50.52
e2,power,275.2,275.2,50.05,50.52
e3,power,261.4,261.4,50.84,54.02
e4,power,206.4,206.4,37.54,50.52
e5,power,196.1,196.1,38.13,54.02
