Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,189.2,163.1,26.06,0,86.22,4.78,9.197,39.06,47.8,5.381,4.189,9.57,43.77,22.37,57.36,81.4
COMP2,309.7,263.1,46.66,0,84.94,8.557,16.46,62.14,77.37,9.361,7.079,16.44,43.06,24.5,55.74,81.7
IHX,136.5,99.22,37.33,0,72.66,6.846,13.17,57.58,66.47,15.74,2.377,18.12,13.12,58.88,117.1,186.1
MOT1,199.1,189.2,9.957,0,95,1.826,3.513,36.22,39.06,1.811,1.104,2.915,37.86,7.845,50.52,57.36
MOT2,326,309.7,16.3,0,95,2.99,5.752,59.3,62.14,2.965,0,2.965,0,4.798,50.52,55.74
SNK_HX,273,261.9,11.11,0,95.93,2.038,3.921,110,115.6,4.476,3.745,8.222,45.55,9.634,111.9,122.7
SRC_HX,30.69,3.04e-07,30.69,0,9.905e-07,5.629,10.83,11.93,18.92,11.93,1.63,13.56,12.02,inf,108,1.729e+10
VAL1,26.57,10.59,15.98,0,39.84,2.932,5.64,9.143,11.93,5.5,0,5.5,0,227.6,95.59,313.1
VAL2,89.3,,89.3,0,,16.38,31.51,33.88,,33.88,0,33.88,0,inf,105.4,
TOT,545.3,261.9,283.4,0,48.03,51.97,100,95.52,115.6,49.64,20.12,69.77,28.84,152.1,48.66,122.7
