Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,440.2,440.2,80.07,50.52
e2,power,233.9,233.9,42.54,50.52
e3,power,222.2,222.2,44.6,55.77
e4,power,206.4,206.4,37.54,50.52
e5,power,196.1,196.1,39.36,55.77
