Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,156,133.9,22.11,0,85.83,4.323,9.555,32.32,39.31,4.581,2.982,7.563,39.43,21.62,57.57,81.58
COMP2,280.9,239.5,41.34,0,85.28,8.084,17.87,56.46,70.84,8.31,6.885,15.19,45.31,25.47,55.83,82.14
IHX,152.4,121.9,30.53,0,79.97,5.97,13.2,41.69,49.81,8.349,2.585,10.93,23.64,49.4,75.96,113.5
MOT1,164.2,156,8.209,0,95,1.605,3.548,29.86,32.32,1.493,0.9735,2.467,39.47,8.243,50.52,57.57
MOT2,295.7,280.9,14.78,0,95,2.891,6.39,53.78,56.46,2.689,0,2.689,0,4.983,50.52,55.83
SNK_HX,290.4,280.1,10.33,0,96.44,2.02,4.465,97.4,102.8,3.465,3.57,7.035,50.75,9.483,93.17,102
SRC_HX,51.56,31.2,20.36,0,60.51,3.982,8.802,1.717e-14,5.896,6.782e-15,2.204,2.204,100,inf,9.251e-14,52.49
VAL1,12.63,,12.63,0,,2.47,5.459,3.523,,3.523,0,3.523,0,inf,77.47,
VAL2,71.06,,71.06,0,,13.89,30.71,23.25,,23.25,0,23.25,0,inf,90.87,
TOT,511.4,280.1,231.4,0,54.76,45.24,100,83.64,102.8,37.84,19.2,57.04,33.66,124.5,45.43,102
