Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,274.7,230.9,43.79,0,84.06,8.701,16.95,53.23,60.34,8.484,5.221,13.71,38.1,13.36,53.82,72.58
COMP2,190.6,161,29.53,0,84.51,5.868,11.43,36.92,44.54,5.72,6.341,12.06,52.57,20.63,53.81,76.82
IHX,153.5,125.1,28.41,0,81.49,5.645,11,40.1,43.09,7.423,1.76,9.182,19.16,31.85,72.58,95.7
MOT1,289.2,274.7,14.46,0,95,2.873,5.597,52.6,53.22,2.63,0,2.63,0,1.187,50.52,53.81
MOT2,200.6,190.6,10.03,0,95,1.993,3.883,36.49,36.92,1.824,0,1.824,0,1.187,50.52,53.81
SNK_HX,253.6,241.9,11.74,0,95.37,2.333,4.544,77.87,81.99,3.604,3.611,7.216,50.05,10.4,85.29,94.16
SRC_HX,23.04,0.03482,23,0,0.1512,4.571,8.904,23.03,26.33,23,2.307,25.31,9.117,7.554e+04,277.7,2.101e+05
VAL1,77.45,12.58,64.87,0,16.24,12.89,25.11,20.24,23.04,16.95,0,16.95,0,600.8,72.58,508.7
VAL2,32.51,,32.51,0,,6.459,12.58,9.754,,9.754,0,9.754,0,inf,83.36,
TOT,503.2,241.9,258.3,3.02,48.07,51.33,100,89.08,108.3,45.73,19.24,64.97,29.61,153,49.17,124.4
