Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,20.584092372577967,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.096702929267624,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,20.584092372577967,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,4.405989799789123,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,20.584092372577967,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,19.150467498024053,0.9303527768625941,0.731330014120067,0.199022762742527
21,4.9541150047651215,9.090529116191817,6.586953839856879,589.8756423838996,2405.768887473333,513.9162712271237,103.7352323740593,0.35469061655440964,103.3805417575049
22,4.9541150047651215,111.66656632189182,37.57793407178237,707.8582307409768,2486.7022161112523,980.8762053426019,197.9922154409304,67.69119437145285,130.30102106947754
22c,4.9541150047651215,75.10504566398112,37.27793407178237,415.7817547135408,1671.2992569805308,718.1045031058756,144.95111688266542,14.707493524940597,130.2436233577248
23,4.9541150047651215,75.10504566398112,37.27793407178237,415.7817547135408,1671.2992569805308,718.1045031058756,144.95111688266542,14.707493524940597,130.2436233577248
24,4.9541150047651215,4.999999999997726,6.761953839856879,415.7817547135408,1775.561111672056,566.6851352287484,114.38675417984479,9.653580809315056,104.73317337052973
31,14.71046051908822,74.46907912550722,10.750258292056781,656.308838138518,2383.8628745262395,1404.1128355896706,95.44995778804483,50.641069210149524,44.808888577895296
32,14.71046051908822,130.19531823955117,31.241131664456375,707.6004278343374,2417.0461870993836,2015.5369693164284,137.01385940304706,88.54806685480348,48.4657925482436
32c,14.71046051908822,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1430.0818345561484,97.21530013968504,48.79397406833951,48.42132607134554
33,14.71046051908822,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1430.0818345561484,97.21530013968504,48.79397406833951,48.42132607134554
34,14.71046051908822,70.10504566398117,10.900258292056781,557.9447896066011,2095.9278985487817,1198.8149677586919,81.49404746391969,36.65829640770069,44.83575105621899
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
