Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,200.3,173.4,26.98,0,86.53,4.671,8.902,41.53,51.49,5.594,5.017,10.61,47.28,23.98,57.59,82.51
COMP2,346.1,293.9,52.18,0,84.92,9.034,17.21,69.6,87.11,10.49,7.946,18.44,43.09,25.15,55.86,82.32
IHX,125.1,84.52,40.54,0,67.58,7.018,13.37,37.15,45.88,12.04,1.307,13.35,9.788,82.75,82.51,150.8
MOT1,210.6,200.1,10.53,0,95,1.823,3.474,38.31,41.38,1.915,1.145,3.06,37.4,8.024,50.52,57.45
MOT2,364.3,346.1,18.22,0,95,3.154,6.009,66.26,69.6,3.313,0,3.313,0,5.037,50.52,55.86
SNK_HX,273,261.9,11.08,0,95.94,1.919,3.657,96.78,102.5,3.93,3.724,7.654,48.66,10.43,98.49,108.8
SRC_HX,30.59,9.93,20.66,0,32.46,3.577,6.817,17.39,23.15,11.75,1.971,13.72,14.37,310.1,157.9,647.6
VAL1,48.3,30.86,17.44,0,63.89,3.02,5.755,14.35,17.54,5.182,0,5.182,0,91.39,82.51,157.9
VAL2,105.5,,105.5,0,,18.26,34.8,36.21,,36.21,0,36.21,0,inf,95.35,
TOT,577.6,261.9,303.1,12.63,45.34,52.48,100,104.6,125.7,54.88,21.11,75.99,27.78,165.1,50.29,133.3
