Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,586.6,586.6,106.7,50.52
e2,power,165.9,165.9,30.17,50.52
e3,power,157.6,157.6,33.79,59.56
e4,power,420.7,420.7,76.52,50.52
e5,power,399.7,399.7,85.7,59.56
