Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,80.2009687131345,2.926876095746812,2.7278533330042847,0.199022762742527,0.0,-1.717376241217039e-14,-1.717376241217039e-14,0.0,-8.747519570280658e-13,-5.948169499048653e-14
12,80.62179260407545,2.9422337579630855,2.728185475541395,0.21404828242169036,0.06934531550661453,3.137054988095946,3.206400303602561,0.2576709501746586,148.57050755074647,11.047468956373562
13,24.55736661915025,0.8962032564615443,0.6971804937190172,0.199022762742527,0.01772100970967188,2.9168435436266695,2.934564553336341,0.2576709501738714,148.57050755074766,33.193983419033735
21,409.78984170154257,311.0304495522999,17.901825446414062,293.1286241058859,15.368888723839119,109.55517208668003,124.92406081051915,181.0024139238701,78.79776051445424,84.68030310081589
22,796.9171249978818,604.8600195037108,304.91774685560586,299.94227264810496,122.63947261003318,112.10173484853158,234.74120745856473,84.79823075277316,78.79776051445391,81.82267505028925
22c,439.10586801439536,333.2813106407859,33.387886342078446,299.89342429870743,13.42877813699457,112.08347805310389,125.51225619009847,84.79823075277262,78.79776051445415,79.39888338549306
23,439.10586801439536,333.2813106407859,33.387886342078446,299.89342429870743,13.428778136994653,112.08347805310378,125.51225619009843,84.79823075277315,78.79776051445405,79.39888338549304
24,393.38502589198896,298.5791959661159,5.421907325877284,293.15728864023856,2.1807187736466775,109.56588529492907,111.74660406857575,84.79823075277308,78.79776051445425,78.90672320838402
31,1519.7656099313058,104.5495765560887,59.281229557108716,45.26834699897998,347.3479411170556,198.60511080699598,545.9530519240516,111.9671672430542,83.83762146301218,99.78750969454663
32,1998.8066854765598,137.5043567366281,89.03856418838451,48.4657925482436,477.9018299502072,212.6332136583138,690.5350436085209,102.56606880405096,83.83762146301216,95.96490310193394
32c,1413.1522554008773,97.21530013968504,48.79397406833951,48.42132607134554,261.8947161868593,212.43812657965955,474.3328427665189,102.566068804051,83.83762146301216,93.23774029807059
33,1413.1522554008773,97.21530013968504,48.79397406833951,48.42132607134554,261.8947161868593,212.43812657965955,474.3328427665189,102.566068804051,83.83762146301216,93.23774029807059
34,1250.0274902721358,85.99342157592928,40.698236020476095,45.29518555545318,218.44199361503476,198.72285918606488,417.16485280109964,102.56606880405091,83.83762146301217,92.70126191613268
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.3427818086850593,2.7185871256279452,3.0613689343130046,1.615553689594126,6488.739304996778,14.400002693432747
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,233.01194517520926,2.3090825136662563,235.32102768887552,104.43250452595844,6488.7393049967795,105.45058269053614
