Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,272.9,229.5,43.41,0,84.09,6.601,11.79,55.21,68.15,8.782,6.53,15.31,42.65,23.44,56.2,82.49
COMP2,349.5,298.3,51.13,0,85.37,7.775,13.89,69.63,84.14,10.19,6.964,17.15,40.61,20.84,55.34,78.34
IHX,130.6,110,20.59,0,84.24,3.131,5.592,38.79,47.2,6.114,5.368,11.48,46.75,44.44,82.49,119.1
MOT1,286.7,272.4,14.34,0,95,2.18,3.894,52.15,54.27,2.608,0,2.608,0,4.059,50.52,55.34
MOT2,367.9,349.5,18.39,0,95,2.797,4.996,66.91,69.63,3.346,0,3.346,0,4.059,50.52,55.34
SNK_HX,290.8,280.1,10.75,0,96.3,1.634,2.919,94.33,99.91,3.486,3.993,7.478,53.39,9.978,90.11,99.1
SRC_HX,21.35,6.349,15,0,29.74,2.281,4.073,39.79,44.02,27.96,2.013,29.97,6.716,271.9,517.8,1926
VAL1,98.87,21.85,77.02,0,22.1,11.71,20.92,29.36,40.73,22.87,0,22.87,0,527.7,82.49,517.8
VAL2,117.6,,117.6,0,,17.88,31.93,37,,37,0,37,0,inf,87.42,
TOT,657.6,280.1,368.2,9.334,42.59,55.99,100,119.1,143.9,66.66,24.87,91.53,27.17,183.8,50.29,142.8
