Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,556.7,556.7,101.3,50.52
e2,power,176.7,176.7,32.14,50.52
e3,power,167.8,167.8,34.24,56.66
e4,power,380,380,69.12,50.52
e5,power,361,361,73.64,56.66
