Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,226.7,190.2,36.43,0,83.93,5.933,11.26,45.67,56.05,7.339,5.021,12.36,40.62,22.74,55.97,81.85
COMP2,354.3,302.1,52.17,0,85.27,8.497,16.13,70.57,87.17,10.39,8.911,19.3,46.17,23.51,55.34,80.15
IHX,113.3,90.04,23.22,0,79.5,3.782,7.18,33.37,40.45,6.842,3.659,10.5,34.85,52.47,81.85,124.8
MOT1,238.1,226.2,11.9,0,95,1.939,3.681,43.3,45.05,2.165,0,2.165,0,4.048,50.52,55.34
MOT2,372.9,354.3,18.65,0,95,3.037,5.766,67.83,70.57,3.391,0,3.391,0,4.048,50.52,55.34
SNK_HX,290.4,280.1,10.31,0,96.45,1.68,3.188,94.98,99.99,3.373,3.496,6.869,50.9,9.156,90.86,99.18
SRC_HX,24.53,7.506,17.02,0,30.6,2.772,5.263,29.71,34.27,20.62,2.051,22.67,9.047,276.9,336.5,1268
VAL1,76.97,25.03,51.94,0,32.52,8.46,16.06,22.68,30.33,15.3,0,15.3,0,311.2,81.85,336.5
VAL2,101.8,,101.8,0,,16.57,31.47,32.64,,32.64,0,32.64,0,inf,89.09,
TOT,613.9,280.1,323.4,10.49,45.62,52.67,100,111.1,134.3,58.54,23.14,81.67,28.33,164.9,50.28,133.2
