Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,218,182.3,35.73,0,83.61,6.404,12.07,43.62,54.71,7.149,5.229,12.38,42.24,25.42,55.58,83.38
COMP2,302.6,257,45.57,0,84.94,8.169,15.39,60.55,74.94,9.119,6.921,16.04,43.15,23.78,55.58,81
IHX,124.4,102.2,22.16,0,82.18,3.972,7.485,67.99,76.64,12.11,5.011,17.12,29.27,37.15,151.8,208.3
MOT1,229.5,218,11.47,0,95,2.057,3.876,41.74,43.62,2.087,0,2.087,0,4.509,50.52,55.58
MOT2,318.5,302.6,15.93,0,95,2.855,5.379,57.93,60.55,2.897,0,2.897,0,4.509,50.52,55.58
SNK_HX,273,261.9,11.12,0,95.93,1.993,3.756,117.2,122.7,4.773,3.749,8.522,44,9.205,119.2,130.2
SRC_HX,19.98,9.101e-07,19.98,0,4.556e-06,3.58,6.747,32.54,37.97,32.54,2.156,34.69,6.214,inf,452.4,1.159e+10
VAL1,57.9,10.06,47.84,0,17.37,8.575,16.16,24.69,32.54,20.4,0,20.4,0,658.6,118.5,898.7
VAL2,86.25,,86.25,0,,15.46,29.13,34.41,,34.41,0,34.41,0,inf,110.8,
TOT,557.9,261.9,296.1,0,46.94,53.06,100,99.67,122.7,52.89,23.07,75.96,30.37,162.4,49.63,130.2
