Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,400.2,338.1,62.06,0,84.49,10.58,18,77.11,86.21,11.96,7.635,19.59,38.97,11.8,53.53,70.82
COMP2,121.1,102.4,18.63,0,84.61,3.175,5.403,23.33,27.99,3.59,4.229,7.819,54.09,20.01,53.53,75.92
IHX,198.9,171.5,27.44,0,86.2,4.678,7.96,91.62,94.22,12.64,1.952,14.59,13.38,19.29,127.9,152.6
MOT1,421.2,400.2,21.06,0,95,3.59,6.109,76.62,77.11,3.831,0,3.831,0,0.6472,50.52,53.53
MOT2,127.4,121.1,6.371,0,95,1.086,1.848,23.18,23.33,1.159,0,1.159,0,0.6472,50.52,53.53
SNK_HX,253.8,241.9,11.93,0,95.3,2.034,3.461,114.6,118.6,5.387,3.761,9.147,41.11,8.635,125.4,136.2
SRC_HX,48.17,1.347e-06,48.17,0,2.796e-06,8.211,13.97,56.73,59.1,56.73,1.242,57.97,2.143,inf,327.1,1.219e+10
VAL1,139.2,10.17,129,0,7.304,21.99,37.42,53.69,56.73,49.77,0,49.77,0,1347,107.1,1550
VAL2,20.1,,20.1,0,,3.426,5.83,7.644,,7.644,0,7.644,0,inf,105.6,
TOT,586.7,241.9,344.8,0,41.23,58.77,100,99.79,118.6,58.65,18.82,77.47,24.29,188.3,47.25,136.2
