Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,271.8,228.5,43.34,0,84.05,8.357,15.66,52.76,60.09,8.413,5.156,13.57,38,13.88,53.91,73.05
COMP2,190.6,161,29.53,0,84.51,5.693,10.67,36.99,44.81,5.731,6.341,12.07,52.52,21.14,53.91,77.29
IHX,153.4,125.1,28.33,0,81.53,5.462,10.24,66.95,70.12,12.36,1.762,14.12,12.47,28.48,121.2,155.7
MOT1,286.1,271.8,14.31,0,95,2.758,5.169,52.05,52.76,2.602,0,2.602,0,1.376,50.52,53.91
MOT2,200.6,190.6,10.03,0,95,1.934,3.624,36.49,36.99,1.824,0,1.824,0,1.376,50.52,53.91
SNK_HX,253.6,241.9,11.74,0,95.37,2.263,4.241,102.7,106.9,4.754,3.611,8.365,43.17,9.14,112.5,122.8
SRC_HX,43.18,1.018e-06,43.18,0,2.357e-06,8.326,15.6,29.73,33.4,29.73,1.505,31.24,4.818,inf,191.2,9.115e+09
VAL1,75.08,11.27,63.81,0,15.01,12.3,23.06,26.54,29.73,22.56,0,22.56,0,646.5,98.19,733
VAL2,32.51,,32.51,0,,6.267,11.74,12.22,,12.22,0,12.22,0,inf,104.5,
TOT,518.7,241.9,276.8,0,46.64,53.36,100,88.53,106.9,47.24,18.37,65.62,28,158.9,47.42,122.8
