f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,full_load_hours [h/a],c_P [EUR/GJ],Z_sum [EUR/h]
R1270,R600,R1270/R600,0.3,20.0,100.0,2.162,0.492,V_OUT,5000,151.007,36.567
R1270,R600,R1270/R600,0.3,20.0,100.0,2.162,0.492,V_OUT,5500,147.189,33.243
R1270,R600,R1270/R600,0.3,20.0,100.0,2.162,0.492,V_OUT,6000,144.007,30.473
R1270,R600,R1270/R600,0.3,20.0,100.0,2.162,0.492,V_OUT,6500,141.315,28.129
R1270,R600,R1270/R600,0.3,20.0,100.0,2.162,0.492,V_OUT,7000,139.008,26.119
R1270,R600,R1270/R600,0.3,20.0,100.0,2.162,0.492,V_OUT,7500,137.008,24.378
R1270,R600,R1270/R600,0.3,30.0,100.0,2.378,0.478,OK,5000,137.942,33.81
R1270,R600,R1270/R600,0.3,30.0,100.0,2.378,0.478,OK,5500,134.412,30.736
R1270,R600,R1270/R600,0.3,30.0,100.0,2.378,0.478,OK,6000,131.47,28.175
R1270,R600,R1270/R600,0.3,30.0,100.0,2.378,0.478,OK,6500,128.981,26.008
R1270,R600,R1270/R600,0.3,30.0,100.0,2.378,0.478,OK,7000,126.848,24.15
R1270,R600,R1270/R600,0.3,30.0,100.0,2.378,0.478,OK,7500,124.999,22.54
R1270,R600,R1270/R600,0.3,40.0,100.0,2.368,0.444,OK,5000,135.91,31.702
R1270,R600,R1270/R600,0.3,40.0,100.0,2.368,0.444,OK,5500,132.601,28.82
R1270,R600,R1270/R600,0.3,40.0,100.0,2.368,0.444,OK,6000,129.843,26.418
R1270,R600,R1270/R600,0.3,40.0,100.0,2.368,0.444,OK,6500,127.509,24.386
R1270,R600,R1270/R600,0.3,40.0,100.0,2.368,0.444,OK,7000,125.508,22.644
R1270,R600,R1270/R600,0.3,40.0,100.0,2.368,0.444,OK,7500,123.775,21.135
R1270,R600,R1270/R600,0.3,50.0,100.0,2.318,0.404,OK,5000,133.325,27.562
R1270,R600,R1270/R600,0.3,50.0,100.0,2.318,0.404,OK,5500,130.448,25.056
R1270,R600,R1270/R600,0.3,50.0,100.0,2.318,0.404,OK,6000,128.05,22.968
R1270,R600,R1270/R600,0.3,50.0,100.0,2.318,0.404,OK,6500,126.021,21.201
R1270,R600,R1270/R600,0.3,50.0,100.0,2.318,0.404,OK,7000,124.282,19.687
R1270,R600,R1270/R600,0.3,50.0,100.0,2.318,0.404,OK,7500,122.774,18.375
R1270,R600,R1270/R600,0.4,20.0,100.0,2.168,0.494,OK,5000,148.49,34.664
R1270,R600,R1270/R600,0.4,20.0,100.0,2.168,0.494,OK,5500,144.871,31.513
R1270,R600,R1270/R600,0.4,20.0,100.0,2.168,0.494,OK,6000,141.855,28.887
R1270,R600,R1270/R600,0.4,20.0,100.0,2.168,0.494,OK,6500,139.303,26.665
R1270,R600,R1270/R600,0.4,20.0,100.0,2.168,0.494,OK,7000,137.116,24.76
R1270,R600,R1270/R600,0.4,20.0,100.0,2.168,0.494,OK,7500,135.22,23.109
R1270,R600,R1270/R600,0.4,30.0,100.0,2.368,0.476,OK,5000,136.869,32.537
R1270,R600,R1270/R600,0.4,30.0,100.0,2.368,0.476,OK,5500,133.472,29.579
R1270,R600,R1270/R600,0.4,30.0,100.0,2.368,0.476,OK,6000,130.641,27.114
R1270,R600,R1270/R600,0.4,30.0,100.0,2.368,0.476,OK,6500,128.246,25.028
R1270,R600,R1270/R600,0.4,30.0,100.0,2.368,0.476,OK,7000,126.193,23.24
R1270,R600,R1270/R600,0.4,30.0,100.0,2.368,0.476,OK,7500,124.414,21.691
R1270,R600,R1270/R600,0.4,40.0,100.0,2.328,0.437,OK,5000,136.854,31.013
R1270,R600,R1270/R600,0.4,40.0,100.0,2.328,0.437,OK,5500,133.616,28.193
R1270,R600,R1270/R600,0.4,40.0,100.0,2.328,0.437,OK,6000,130.918,25.844
R1270,R600,R1270/R600,0.4,40.0,100.0,2.328,0.437,OK,6500,128.635,23.856
R1270,R600,R1270/R600,0.4,40.0,100.0,2.328,0.437,OK,7000,126.678,22.152
R1270,R600,R1270/R600,0.4,40.0,100.0,2.328,0.437,OK,7500,124.982,20.675
R1270,R600,R1270/R600,0.4,50.0,100.0,2.254,0.393,OK,5000,135.858,27.249
R1270,R600,R1270/R600,0.4,50.0,100.0,2.254,0.393,OK,5500,133.013,24.772
R1270,R600,R1270/R600,0.4,50.0,100.0,2.254,0.393,OK,6000,130.642,22.708
R1270,R600,R1270/R600,0.4,50.0,100.0,2.254,0.393,OK,6500,128.636,20.961
R1270,R600,R1270/R600,0.4,50.0,100.0,2.254,0.393,OK,7000,126.917,19.464
R1270,R600,R1270/R600,0.4,50.0,100.0,2.254,0.393,OK,7500,125.427,18.166
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,OK,5000,148.987,33.599
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,OK,5500,145.479,30.545
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,OK,6000,142.556,27.999
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,OK,6500,140.082,25.846
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,OK,7000,137.962,23.999
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,OK,7500,136.125,22.399
R1270,R600,R1270/R600,0.5,30.0,100.0,2.318,0.466,OK,5000,134.801,28.847
R1270,R600,R1270/R600,0.5,30.0,100.0,2.318,0.466,OK,5500,131.79,26.225
R1270,R600,R1270/R600,0.5,30.0,100.0,2.318,0.466,OK,6000,129.28,24.039
R1270,R600,R1270/R600,0.5,30.0,100.0,2.318,0.466,OK,6500,127.156,22.19
R1270,R600,R1270/R600,0.5,30.0,100.0,2.318,0.466,OK,7000,125.336,20.605
R1270,R600,R1270/R600,0.5,30.0,100.0,2.318,0.466,OK,7500,123.758,19.231
R1270,R600,R1270/R600,0.5,40.0,100.0,2.254,0.423,OK,5000,136.37,27.695
R1270,R600,R1270/R600,0.5,40.0,100.0,2.254,0.423,OK,5500,133.478,25.177
R1270,R600,R1270/R600,0.5,40.0,100.0,2.254,0.423,OK,6000,131.069,23.079
R1270,R600,R1270/R600,0.5,40.0,100.0,2.254,0.423,OK,6500,129.03,21.304
R1270,R600,R1270/R600,0.5,40.0,100.0,2.254,0.423,OK,7000,127.282,19.782
