Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,257,216.9,40.1,0,84.39,7.887,17.49,51.46,62.27,8.031,4.109,12.14,33.85,21.01,55.63,79.76
COMP2,137.6,116.4,21.28,0,84.54,4.186,9.284,27.56,36.3,4.262,5.18,9.442,54.86,31.7,55.63,86.66
IHX,185.3,156.8,28.49,0,84.62,5.602,12.43,50.9,59.86,7.826,4.193,12.02,34.89,38.96,76.32,106.1
MOT1,270.5,257,13.52,0,95,2.66,5.899,49.2,51.46,2.46,0,2.46,0,4.595,50.52,55.63
MOT2,144.9,137.6,7.244,0,95,1.425,3.16,26.35,27.56,1.318,0,1.318,0,4.595,50.52,55.63
SNK_HX,253.7,241.9,11.78,0,95.36,2.316,5.137,89.52,95.14,4.156,3.65,7.806,46.76,11.45,98.04,109.3
SRC_HX,55.76,32.16,23.6,0,57.68,4.641,10.29,-7.494e-14,6.405,-3.172e-14,2.46,2.46,100,inf,-3.733e-13,55.32
VAL1,63.75,,63.75,0,,12.54,27.81,17.77,,17.77,0,17.77,0,inf,77.44,
VAL2,19.49,,19.49,0,,3.832,8.5,6.635,,6.635,0,6.635,0,inf,94.58,
TOT,508.5,241.9,229.2,37.36,47.57,45.08,100,75.55,95.14,34.06,19.59,53.65,36.52,164.7,41.27,109.3
