Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,228,192.3,35.72,0,84.34,6.605,14.95,45.98,56.71,7.203,3.794,11,34.5,23.33,56.02,81.92
COMP2,197.2,167.5,29.76,0,84.91,5.504,12.46,39.77,51.31,6.002,5.762,11.76,48.98,29.01,56.02,85.12
IHX,169.2,143.1,26.14,0,84.55,4.835,10.95,47.59,56.9,7.352,4.238,11.59,36.56,41.42,78.12,110.5
MOT1,240,228,12,0,95,2.219,5.024,43.65,45.98,2.183,0,2.183,0,5.336,50.52,56.02
MOT2,207.6,197.2,10.38,0,95,1.92,4.346,37.76,39.77,1.888,0,1.888,0,5.336,50.52,56.02
SNK_HX,272.9,261.9,11.02,0,95.96,2.038,4.613,95.46,101.2,3.854,3.605,7.458,48.33,10.48,97.17,107.4
SRC_HX,53.13,31.73,21.39,0,59.73,3.957,8.957,1.885e-13,6.545,7.592e-14,2.392,2.392,100,inf,9.857e-13,57.29
VAL1,54.82,,54.82,0,,10.14,22.95,15.67,,15.67,0,15.67,0,inf,79.4,
VAL2,37.63,,37.63,0,,6.959,15.75,12.75,,12.75,0,12.75,0,inf,94.13,
TOT,540.7,261.9,238.9,40,48.43,44.17,100,81.41,101.2,35.96,19.79,55.75,35.5,156.7,41.82,107.4
