Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,214.1,179.1,35,0,83.66,7.096,14.57,43.34,55.39,7.083,4.792,11.87,40.36,27.82,56.22,85.89
COMP2,212.7,179.8,32.88,0,84.54,6.667,13.69,43.05,55.68,6.654,5.808,12.46,46.6,29.34,56.22,86.01
IHX,144.3,119.9,24.45,0,83.06,4.958,10.18,48.21,58.18,8.17,4.894,13.06,37.46,45.3,92.81,134.8
MOT1,225.4,214.1,11.27,0,95,2.285,4.692,41,43.34,2.05,0,2.05,0,5.705,50.52,56.22
MOT2,223.9,212.7,11.2,0,95,2.27,4.661,40.72,43.05,2.036,0,2.036,0,5.705,50.52,56.22
SNK_HX,253.7,241.9,11.82,0,95.34,2.396,4.92,97.14,103.3,4.525,3.712,8.236,45.06,11.54,106.4,118.6
SRC_HX,32.78,9.271,23.51,0,28.28,4.766,9.786,-1.249e-14,7.25,-8.957e-15,2.372,2.372,100,inf,-1.058e-13,217.2
VAL1,44.1,,44.1,0,,8.941,18.36,14.43,,14.43,0,14.43,0,inf,90.88,
VAL2,45.99,,45.99,0,,9.324,19.15,16.73,,16.73,0,16.73,0,inf,101,
TOT,493.2,241.9,240.2,11.13,49.04,48.7,100,81.72,103.3,39.8,21.58,61.38,35.15,157.7,46.03,118.6
