Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,449.3,449.3,81.72,50.52
e2,power,225.4,225.4,41,50.52
e3,power,214.1,214.1,43.34,56.22
e4,power,223.9,223.9,40.72,50.52
e5,power,212.7,212.7,43.05,56.22
