Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
CC,1273,877,396,0,68.89,30.73,39.94,93.32,93.32,29.03,0,29.03,0,45.16,20.36,29.56
GAS_HX,837.5,241.9,595.6,0,28.88,46.22,60.06,89.11,89.11,63.38,0,63.38,0,246.3,29.56,102.3
TOT,1289,241.9,991.6,55.11,18.77,76.95,100,93.37,93.37,71.85,0,71.85,0,432.8,20.13,107.2
