name,type,thermal input [kW],λ (excess air),Q [kW],kA [kW/K],ΔT_log [K],ΔT_upper [K],ΔT_lower [K],pr_hot,pr_cold
CC,CombustionChamber,1253.558,1.2,,,,,,,
GAS_HX,HeatExchanger,,,-1128.202,1.862,605.915,1693.421,127.824,1.0,1.0
