Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,231.7,200.5,31.25,0,86.51,6.608,13.53,46.65,53.92,6.292,4.628,10.92,42.38,15.58,55.93,74.72
COMP2,206.6,174.7,31.93,0,84.55,6.752,13.82,40.48,48.87,6.256,5.689,11.94,47.63,20.71,54.42,77.7
IHX,167.4,123,44.43,0,73.47,9.395,19.23,59.98,65.24,15.92,1.511,17.43,8.669,48.06,99.51,147.3
MOT1,243.9,231.7,12.2,0,95,2.579,5.278,44.36,46.65,2.218,1.259,3.477,36.21,5.159,50.52,55.93
MOT2,217.5,206.6,10.88,0,95,2.3,4.707,39.56,40.48,1.978,0,1.978,0,2.321,50.52,54.42
SNK_HX,253.7,241.9,11.82,0,95.34,2.5,5.117,98.32,103,4.582,3.715,8.297,44.78,9.916,107.7,118.3
SRC_HX,23.37,3.482e-07,23.37,0,1.49e-06,4.941,10.11,11.94,16.22,11.94,2.307,14.25,16.2,inf,141.9,1.294e+10
VAL1,33.01,11.85,21.15,0,35.91,4.473,9.155,10.15,11.94,6.506,0,6.506,0,227.4,85.44,279.7
VAL2,44.02,,44.02,0,,9.308,19.05,15.79,,15.79,0,15.79,0,inf,99.63,
TOT,472.9,241.9,231.1,0,51.14,48.86,100,83.93,103,41,19.11,60.11,31.79,140,49.29,118.3
