Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,263.4,229.7,33.78,0,87.18,6.441,12.87,53.02,60.67,6.799,4.698,11.5,40.86,14.44,55.91,73.39
COMP2,215,182.8,32.29,0,84.98,6.157,12.3,42.16,50.24,6.331,5.248,11.58,45.32,19.15,54.46,76.36
IHX,190.1,142.6,47.5,0,75.01,9.057,18.09,67.63,73.21,16.9,1.424,18.32,7.771,44.31,98.84,142.6
MOT1,277.3,263.4,13.86,0,95,2.644,5.281,50.44,53.02,2.522,1.369,3.89,35.18,5.12,50.52,55.91
MOT2,226.4,215,11.32,0,95,2.158,4.311,41.17,42.16,2.059,0,2.059,0,2.406,50.52,54.46
SNK_HX,273.1,261.9,11.22,0,95.89,2.14,4.274,105,109.8,4.317,3.797,8.114,46.8,9.031,106.8,116.5
SRC_HX,31.7,3.411e-07,31.7,0,1.076e-06,6.045,12.07,14.82,19.27,14.82,1.676,16.49,10.16,inf,129.8,1.569e+10
VAL1,39.59,10.93,28.66,0,27.61,5.464,10.91,12.31,14.82,8.911,0,8.911,0,336,86.37,376.6
VAL2,52.23,,52.23,0,,9.96,19.89,18.41,,18.41,0,18.41,0,inf,97.9,
TOT,524.4,261.9,262.6,0,49.93,50.07,100,91.61,109.8,45.87,18.21,64.08,28.42,140.1,48.52,116.5
