Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,29.67455379940908,49.999999999986414,3.0000000000000004,209.58982042628517,703.6753587915412,184.22463268009582,6.208168585293585,6.009145822551058,0.199022762742527
12,29.67455379940908,50.001444812139084,3.1500000000000004,209.60879576053193,703.6871027345742,184.68555557570303,6.223701182640218,6.009652900218527,0.21404828242169036
13,29.67455379940908,40.000000000008015,3.0000000000000004,167.79233926520203,572.2880530725018,86.85374216744316,2.926876095746812,2.7278533330042847,0.199022762742527
21,1.465620610782715,39.54615016476271,13.32491703176891,1650.402002185242,5750.313019219518,512.1612356498,349.4500772449428,55.75272823704733,293.69734900789547
22,1.465620610782715,187.13046815889697,57.061131706793965,1955.0113303877438,5927.310511499956,882.5565600104331,602.1725905854337,301.33737228643173,300.83521829900195
22c,1.465620610782715,90.10504566398077,56.76113170679397,803.7404044688842,2895.5226297635522,497.8277664591851,339.670282197601,38.8838751161432,300.7864070814578
23,1.465620610782715,90.10504566398077,56.76113170679397,803.7404044688842,2895.5226297635522,497.8277664591851,339.670282197601,38.8838751161432,300.7864070814578
24,1.465620610782715,35.000000000008015,13.499917031768911,803.7404044688842,2997.6237586064985,453.9603552181566,309.73933627729144,16.013337355946422,293.72599892134497
31,14.454434661807523,89.60057228931453,14.754995578627904,674.6789571544994,2400.657686061706,1574.0399141827565,108.89667780240416,63.37108763935341,45.525590163050744
32,14.454434661807523,130.82105846850868,31.241131664456415,710.251220755031,2423.613138890187,1990.9473316941226,137.73955040626646,89.27375785802288,48.4657925482436
32c,14.454434661807523,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1405.1922039970862,97.2153001396851,48.793974068339566,48.42132607134554
33,14.454434661807523,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1405.1922039970862,97.2153001396851,48.793974068339566,48.42132607134554
34,14.454434661807523,85.10504566398106,14.904995578627904,557.9447896066011,2073.9581473531784,1271.0431960689996,87.93448002691072,42.38206460071832,45.5524154261924
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
