Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,184.22463268009582,6.208168585293585,6.009145822551058,0.199022762742527,0.0,3.1225022567582528e-15,3.1225022567582528e-15,0.0,1.4686331000853274e-13,4.708174609280227e-15
12,184.68555557570303,6.223701182640218,6.009652900218527,0.21404828242169036,0.10497290422079933,3.1105145016978053,3.2154874059186045,0.16350879779391742,136.0297139960062,4.836279390146352
13,86.85374216744316,2.926876095746812,2.7278533330042847,0.199022762742527,0.04764845680910539,2.89216611632973,2.939814573138835,0.1635087977938777,136.02971399600565,9.402187387975754
21,512.1612356498,349.4500772449428,55.75272823704733,293.69734900789547,18.575686471523213,119.35351795123466,137.92920442275786,63.14728507475838,77.02135121675731,74.80782462304161
22,882.5565600104331,602.1725905854337,301.33737228643173,300.83521829900195,118.3770340870431,122.25422445555752,240.63125854260062,74.45440429845802,77.02135121675718,75.73680746426422
22c,497.8277664591851,339.670282197601,38.8838751161432,300.7864070814578,15.275097725630712,122.23438842180012,137.50948614743083,74.45440429845797,77.02135121675717,76.72749906473744
23,497.8277664591851,339.670282197601,38.8838751161432,300.7864070814578,15.275097725630712,122.23438842180018,137.5094861474309,74.45440429845797,77.0213512167572,76.72749906473746
24,453.9603552181566,309.73933627729144,16.013337355946422,293.72599892134497,6.290661419289029,119.36516078005403,125.65582219934306,74.45440429845803,77.02135121675731,76.88864160527697
31,1574.0399141827565,108.89667780240416,63.37108763935341,45.525590163050744,326.8311314487423,194.20163609581095,521.0327675445533,99.11254894680546,81.97731483452428,91.94895441585811
32,1990.9473316941226,137.73955040626646,89.27375785802288,48.4657925482436,437.3259304771497,206.7438593072454,644.0697897843951,94.1407820023025,81.97731483452435,89.86087783039162
32c,1405.1922039970862,97.2153001396851,48.793974068339566,48.42132607134554,239.02735387313842,206.55417560333075,445.58152947646914,94.14078200230246,81.97731483452426,88.08236106400547
33,1405.1922039970862,97.2153001396851,48.793974068339566,48.42132607134554,239.02735387313842,206.55417560333075,445.58152947646914,94.14078200230246,81.97731483452426,88.08236106400547
34,1271.0431960689996,87.93448002691072,42.38206460071832,45.5524154261924,207.61729181971543,194.31606646282327,401.9333582825387,94.1407820023022,81.97731483452426,87.83978028739004
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.34276821005625346,2.7184792755137956,3.0612474855700493,1.6154895983431201,6488.481887727295,14.399431425394429
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,214.42651127840784,2.3089909091668703,216.73550218757472,96.10278817564355,6488.4818877272955,97.12215359531238
