Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,287.8,242.7,45.16,0,84.31,8.287,15.95,56.2,64.66,8.818,5.208,14.03,37.13,15.06,54.24,74.02
COMP2,220,186.8,33.21,0,84.9,6.093,11.73,42.95,51.6,6.484,6.262,12.75,49.13,20.15,54.24,76.75
IHX,158,130.7,27.3,0,82.73,5.009,9.642,73.75,79.53,12.74,3.809,16.55,23.02,30.35,129.7,169
MOT1,303,287.8,15.15,0,95,2.78,5.351,55.11,56.2,2.756,0,2.756,0,1.981,50.52,54.24
MOT2,231.5,220,11.58,0,95,2.124,4.089,42.11,42.95,2.106,0,2.106,0,1.981,50.52,54.24
SNK_HX,272.9,261.9,11,0,95.97,2.019,3.887,113.9,118.3,4.595,3.584,8.179,43.82,8.205,116,125.5
SRC_HX,20.03,0.001048,20.03,0,0.005234,3.676,7.076,37.61,41.28,37.6,2.234,39.84,5.609,2.097e+06,521.5,1.094e+07
VAL1,84.67,9.586,75.08,0,11.32,13.78,26.52,32.2,37.61,28.55,0,28.55,0,931.6,105.6,1090
VAL2,44.6,,44.6,0,,8.183,15.75,17.19,,17.19,0,17.19,0,inf,107,
TOT,545,261.9,283.1,0,48.05,51.95,100,97.22,118.3,50.51,21.1,71.6,29.46,153.3,49.56,125.5
