Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,254.5,222.5,32.06,0,87.4,5.594,11.39,51.71,60.73,6.514,5.324,11.84,44.97,17.43,56.44,75.83
COMP2,287.3,245,42.29,0,85.28,7.38,15.03,56.75,68.66,8.354,7.04,15.39,45.73,20.98,54.87,77.84
IHX,166.7,118.9,47.78,0,71.34,8.337,16.98,45.51,53.01,13.04,1.999,15.04,13.29,63.27,75.83,123.8
MOT1,267.7,254.3,13.38,0,95,2.335,4.756,48.69,51.57,2.434,1.338,3.772,35.46,5.911,50.52,56.33
MOT2,302.4,287.3,15.12,0,95,2.639,5.374,55.01,56.75,2.751,0,2.751,0,3.164,50.52,54.87
SNK_HX,290.4,280.1,10.33,0,96.44,1.802,3.67,97.75,102.5,3.476,3.564,7.04,50.62,8.729,93.5,101.7
SRC_HX,27.78,8.678,19.1,0,31.24,3.333,6.789,18.26,22.49,12.56,2.023,14.58,13.87,294.2,182.6,719.8
VAL1,55.75,28.01,27.75,0,50.24,4.841,9.86,15.22,18.41,7.574,0,7.574,0,140.8,75.83,182.6
VAL2,73.58,,73.58,0,,12.84,26.15,23.92,,23.92,0,23.92,0,inf,90.31,
TOT,573.1,280.1,281.4,11.66,48.87,49.1,100,103.7,125,50.91,21.29,72.2,29.48,146.6,50.26,124
