Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,41.3512249130417,1.750273186828716,1.551250424086189,0.199022762742527,0.0,1.0148132334464322e-13,1.0148132334464322e-13,0.0,5.9951262245121666e-12,6.817030582262764e-13
12,41.71204157699302,1.765545472803389,1.5514971903816985,0.21404828242169036,0.06965413661363141,4.241217781631731,4.310871918245363,0.5278504304176297,232.96666699466448,28.707883298507852
13,8.867206315832922,0.37532221812819305,0.17629945538566608,0.199022762742527,0.007914926579613655,3.943497563928841,3.9514124905084547,0.527850430417888,232.96666699466718,123.78358432203581
21,675.1876417764776,108.42265920578869,0.057611832199849236,108.36504737358884,80.50346516277781,219.485334092406,299.9887992551838,62329.83204096195,90.34608759141514,123.41787209860617
22,1140.2017795964866,183.09533724544914,68.19769865288178,114.89763859256736,218.51613699198293,232.7166111594845,451.23274815146743,142.92456005869352,90.34608759141666,109.93004245830289
22c,836.0697603069783,134.25735467480382,19.418837675128103,114.83851699967572,62.22100565653127,232.59686477554652,294.81787043207777,142.92456005869352,90.34608759141538,97.95098063076767
23,836.0697603069783,134.25735467480382,19.418837675128103,114.83851699967572,62.22100565653122,232.59686477554607,294.81787043207726,142.9245600586934,90.34608759141521,97.9509806307675
24,680.9347481889141,109.34553830105108,0.0,109.34553830105108,62.22100565653122,221.47124545409005,283.69225111062127,0.0,90.34608759141521,115.72827395852175
31,1491.800321126119,102.32448820493097,57.17771497018088,45.146773234750086,437.01772903670866,210.03282135995462,647.0505503966633,145.62590742477698,88.63940553768528,120.4827894549555
32,2002.9164892202998,137.38259857859208,88.91680603034847,48.4657925482436,584.6750335378505,225.47363674085653,810.1486702787071,125.28442358900479,88.63940553768525,112.3568049445963
32c,1417.312888741773,97.21530013968504,48.79397406833951,48.42132607134554,320.8461898093168,225.26676880922673,546.1129586185435,125.28442358900472,88.63940553768528,107.03214884003297
33,1417.312888741773,97.21530013968504,48.79397406833951,48.42132607134554,320.8461898093168,225.26676880922673,546.1129586185435,125.28442358900472,88.63940553768528,107.03214884003297
34,1238.4606516179201,84.94759690297418,39.77397880441043,45.17361809856375,261.5349496861729,210.15770963173625,471.6926593179092,125.28442358900456,88.63940553768526,105.79725607611977
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.4672515744118238,3.7057512459550193,4.173002820366843,2.2021880563190703,8844.908275144942,19.62888274570864
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,286.0527170417308,3.147548710639608,289.2002657523704,128.20459330812685,8844.908275144944,129.59460885138327
