Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,583.0904830435068,465.01413782000907,118.07634522349765,0.0,79.74991040718332,9.333478990680694,16.766585947981152,108.60622449358995,151.24394889628365,21.992857763327578,15.356207292822376,37.34906505614995,41.11537268666863,39.25900619555212,51.738789381703704,90.34608759144209
COMP2,630.5516584642069,511.11616809418103,119.4354903700258,0.0,81.05857168611261,9.440914164477737,16.95958162270255,117.44632602562885,163.09811988204373,22.24601165143896,18.05624651890038,40.30225817033934,44.80207149332632,38.87034648189239,51.738789381703704,88.63940553768502
IHX,304.5233936043019,253.73104382299226,50.7923497813096,0.0,83.32070676733977,4.014939052134692,7.212403945060239,156.5397659911713,175.48277935053574,26.109726595387603,7.2074506013327895,33.317177196720394,21.63283689604491,34.54169006116884,142.7912247273296,192.11372700719087
MOT1,591.9700335467073,583.0904830435068,8.879550503200619,0.0,98.5,0.7018941678067648,1.2608769894558425,106.55460603840734,108.60622449358995,1.5983190905761115,0.0,1.5983190905761115,0.0,1.9254150819563003,50.000000000000014,51.738789381703704
MOT2,640.1539679839664,630.5516584642069,9.602309519759496,0.0,98.5,0.7590254762293673,1.363507208471134,115.22771423711393,117.44632602562885,1.728415713556709,0.0,1.728415713556709,0.0,1.9254150819563147,49.99999999999999,51.738789381703704
MOT3,0.4523836389918456,0.4455978844069679,0.00678575458487768,0.0,98.5,0.0005363876882705814,0.0009635624921647501,0.08142905501853222,0.08299690232495355,0.0012214358252779823,0.0,0.0012214358252779823,0.0,1.9254150819563178,50.00000000000001,51.738789381703725
MOT4,0.023551973473794195,0.023198693871687284,0.00035327960210691247,0.0,98.5,2.792538791626421e-05,5.01649403289235e-05,0.004239355225282956,0.004320980410168254,6.359032837924425e-05,0.0,6.359032837924425e-05,0.0,1.9254150819562605,50.00000000000001,51.738789381703675
SNK_HX,585.6211310458303,560.8456796946695,24.775451351160882,0.0,95.76937203291902,1.9584037279693327,3.5180605708364907,264.59391419547893,285.58546546731895,11.193984133148199,15.26718794858424,26.46117208173244,57.69656726250609,12.701477619615462,125.50487952421958,141.4458537085137
SNK_PUMP,0.023198693871687284,0.019740965311575567,0.0034577285601117185,0.0,85.09515846350435,0.0002733200863406886,0.0004909899859973404,0.004320980410168254,4.173002820366843,0.0006440352829585982,4.167882932430402,4.16852696771336,99.98455005118242,96475.37003747608,51.738789381703675,58718.88389481119
SRC_HX,38.95071167062846,0.3587699970317785,38.59194167359668,0.0,0.9210871422981368,3.050543918329281,5.479972349627467,2.3453707894209668,18.282459506246592,2.323767880640394,7.020427931987438,9.344195812627833,75.13142995676489,84529.61951997747,16.726058600914826,14155.199754642683
SRC_PUMP,0.4455978844069679,0.3608166639513265,0.0847812204556414,0.0,80.97360346122962,0.006701627988478126,0.01203875015655013,0.08299690232495355,4.310871918245261,0.0157913197512416,4.208286331056474,4.224077650807716,99.62615934041311,5094.015436102812,51.738789381703725,3318.7614136810776
VAL1,155.13501211806408,,155.13501211806408,0.0,,12.262823460382634,22.028836591234473,11.125619321456009,,11.125619321456009,0.0,11.125619321456009,0.0,inf,19.921033745519676,
VAL2,178.8522371238528,,178.8522371238528,0.0,,14.137578483412627,25.396631307055586,74.42029930063431,,74.42029930063431,0.0,74.42029930063431,0.0,inf,115.58315229220204,
TOT,1265.0839557403483,560.8478900926776,704.2360656476706,0.0,44.33285929742585,55.66714070257413,99.99999999999997,217.91657619525674,289.2002657523704,121.30792708484576,71.2836895571141,192.59161664195986,37.012872522709564,199.35235448935072,47.84850997579496,143.23564120061408
