Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,23.625583265641595,34.99999999999744,3.0000000000000004,146.89842088704975,505.02789455558496,41.3512249130417,1.750273186828716,1.551250424086189,0.199022762742527
12,23.625583265641595,35.00128770134842,3.1500000000000004,146.917281707517,505.04013584670747,41.71204157699302,1.765545472803389,1.5514971903816985,0.21404828242169036
13,23.625583265641595,25.000000000024272,3.0000000000000004,105.1040826430525,367.1483541315811,8.867206315832922,0.37532221812819305,0.17629945538566608,0.199022762742527
21,6.227366555315305,24.199632348357568,8.189609050470608,604.8255010707102,2387.8408010342273,675.1876417764776,108.42265920578869,0.057611832199849236,108.36504737358884
22,6.227366555315305,107.01391151423451,36.338497163186716,698.4590583479537,2452.5205869376323,1140.2017795964866,183.09533724544914,68.19769865288178,114.89763859256736
22c,6.227366555315305,82.605045663981,36.03849716318671,446.1932433859308,1758.5829018229213,836.0697603069783,134.25735467480382,19.418837675128103,114.83851699967572
23,6.227366555315305,82.605045663981,36.03849716318671,446.1932433859308,1758.5829018229213,836.0697603069783,134.25735467480382,19.418837675128103,114.83851699967572
24,6.227366555315305,20.000000000024215,8.364609050470609,446.1932433859308,1843.5626609010474,680.9347481889141,109.34553830105108,0.0,109.34553830105108
31,14.579113438988397,82.03995152231903,12.6375756237036,665.6983718609737,2392.4421114546703,1491.800321126119,102.32448820493097,57.17771497018088,45.146773234750086
32,14.579113438988397,130.51121491473936,31.241131664456375,708.948714970174,2420.3876435561174,2002.9164892202998,137.38259857859208,88.91680603034847,48.4657925482436
32c,14.579113438988397,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1417.312888741773,97.21530013968504,48.79397406833951,48.42132607134554
33,14.579113438988397,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1417.312888741773,97.21530013968504,48.79397406833951,48.42132607134554
34,14.579113438988397,77.60504566398117,12.7875756237036,557.9447896066011,2084.1470715351215,1238.4606516179201,84.94759690297418,39.77397880441043,45.17361809856375
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
