Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,281.6,237.3,44.34,0,84.26,7.028,12.64,56.3,69.4,8.864,5.957,14.82,40.19,23.26,55.54,81.25
COMP2,309.6,264.4,45.26,0,85.38,7.174,12.9,61.9,75.43,9.048,6.236,15.28,40.8,21.84,55.54,79.25
IHX,146.7,125.5,21.19,0,85.56,3.359,6.04,87.29,96.28,12.6,5.584,18.19,30.7,28.92,165.2,213
MOT1,296.4,281.6,14.82,0,95,2.349,4.225,53.91,56.3,2.696,0,2.696,0,4.426,50.52,55.54
MOT2,325.9,309.6,16.3,0,95,2.583,4.646,59.28,61.9,2.964,0,2.964,0,4.426,50.52,55.54
SNK_HX,290.9,280.1,10.81,0,96.28,1.713,3.081,131.2,136.9,4.874,4.007,8.881,45.12,8.409,125.3,135.8
SRC_HX,17.08,9.992e-07,17.08,0,5.849e-06,2.708,4.87,56.29,60.99,56.29,1.948,58.24,3.345,inf,915.3,1.695e+10
VAL1,90.52,8.573,81.95,0,9.47,12.99,23.36,43.09,56.29,39.01,0,39.01,0,1279,132.2,1824
VAL2,99.04,,99.04,0,,15.7,28.23,40.53,,40.53,0,40.53,0,inf,113.7,
TOT,630.8,280.1,350.8,0,44.39,55.61,100,113.2,136.9,62.94,23.73,86.67,27.38,172.5,49.84,135.8
