Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,622.3,622.3,113.2,50.52
e2,power,296.4,296.4,53.91,50.52
e3,power,281.6,281.6,56.3,55.54
e4,power,325.9,325.9,59.28,50.52
e5,power,309.6,309.6,61.9,55.54
