Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,214.1,179.1,35,0,83.66,7.259,14.57,43.34,55.39,7.083,4.792,11.87,40.36,27.82,56.22,85.89
COMP2,212.7,179.8,32.88,0,84.54,6.821,13.69,43.05,55.68,6.654,5.808,12.46,46.6,29.34,56.22,86.01
IHX,144.3,119.9,24.45,0,83.06,5.072,10.18,48.21,58.18,8.17,4.894,13.06,37.46,45.3,92.81,134.8
MOT1,225.4,214.1,11.27,0,95,2.338,4.692,41,43.34,2.05,0,2.05,0,5.705,50.52,56.22
MOT2,223.9,212.7,11.2,0,95,2.322,4.661,40.72,43.05,2.036,0,2.036,0,5.705,50.52,56.22
SNK_HX,253.7,241.9,11.82,0,95.34,2.451,4.92,97.14,103.3,4.525,3.712,8.236,45.06,11.54,106.4,118.6
SRC_HX,32.78,9.271,23.51,0,28.28,4.876,9.786,7.065e-14,7.25,5.066e-14,2.372,2.372,100,inf,5.987e-13,217.2
VAL1,44.1,,44.1,0,,9.147,18.36,14.43,,14.43,0,14.43,0,inf,90.88,
VAL2,45.99,,45.99,0,,9.54,19.15,16.73,,16.73,0,16.73,0,inf,101,
TOT,482.1,241.9,240.2,0,50.17,49.83,100,81.72,103.3,40.72,21.58,62.3,34.64,151.9,47.09,118.6
