Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,247.7,215.1,32.61,0,86.83,6.353,12.69,49.99,58.5,6.582,5.633,12.21,46.11,17.02,56.06,75.55
COMP2,237.4,200.7,36.73,0,84.53,7.156,14.3,46.56,56.12,7.204,6.319,13.52,46.73,20.53,54.47,77.67
IHX,156.4,107.3,49.02,0,68.65,9.549,19.08,42.52,49.02,13.33,2.174,15.51,14.02,67.93,75.55,126.9
MOT1,260.4,247.4,13.02,0,95,2.537,5.067,47.37,49.83,2.368,1.314,3.682,35.68,5.198,50.52,55.95
MOT2,249.9,237.4,12.5,0,95,2.434,4.863,45.46,46.56,2.273,0,2.273,0,2.425,50.52,54.47
SNK_HX,253.7,241.9,11.8,0,95.35,2.298,4.591,87.27,92.01,4.058,3.697,7.755,47.67,10.57,95.56,105.7
SRC_HX,35.2,11.51,23.69,0,32.71,4.614,9.218,17.86,22.11,12.02,2.16,14.18,15.23,278.5,141,533.6
VAL1,58.76,35.52,23.23,0,60.46,4.526,9.042,15.98,18.03,6.319,0,6.319,0,86.62,75.55,141
VAL2,54.35,,54.35,0,,10.59,21.15,17.87,,17.87,0,17.87,0,inf,91.32,
TOT,513.3,241.9,257,14.5,47.12,50.06,100,92.82,114.1,46.47,21.3,67.76,31.43,160.9,50.23,131.1
