Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
CC,2516,1733,782.6,0,68.89,30.73,40.89,184.4,184.4,57.37,0,57.37,0,45.16,20.36,29.56
GAS_HX,1655,523.7,1131,0,31.64,44.43,59.11,176.1,176.1,120.4,0,120.4,0,216,29.56,93.41
TOT,2547,523.7,1914,108.9,20.57,75.16,100,184.5,184.5,138.7,0,138.7,0,386.3,20.13,97.87
