Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,256,215.3,40.67,0,84.11,6.385,11.39,51.47,64.5,8.178,5.604,13.78,40.66,25.32,55.85,83.21
COMP2,333.3,284.6,48.75,0,85.38,7.652,13.66,67.02,82.58,9.801,6.66,16.46,40.46,23.22,55.85,80.61
IHX,136.7,116.2,20.53,0,84.98,3.223,5.752,83.37,92.72,12.52,5.594,18.11,30.88,30.86,169.4,221.7
MOT1,269.4,256,13.47,0,95,2.115,3.774,49.01,51.47,2.45,0,2.45,0,5.019,50.52,55.85
MOT2,350.9,333.3,17.54,0,95,2.754,4.915,63.82,67.02,3.191,0,3.191,0,5.019,50.52,55.85
SNK_HX,290.8,280.1,10.77,0,96.3,1.691,3.017,130.2,136.2,4.822,3.998,8.82,45.33,8.603,124.4,135.1
SRC_HX,25.33,9.397e-07,25.33,0,3.71e-06,3.976,7.096,50.65,56.75,50.65,1.478,52.13,2.836,inf,555.5,1.678e+10
VAL1,78.59,8.621,69.96,0,10.97,10.98,19.6,37.88,50.65,33.72,0,33.72,0,1119,133.9,1632
VAL2,109.9,,109.9,0,,17.26,30.79,45.1,,45.1,0,45.1,0,inf,114,
TOT,637,280.1,357,0,43.96,56.04,100,112.8,136.2,63.22,23.33,86.56,26.96,174.5,49.2,135.1
