Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,154,132.4,21.64,0,85.95,3.53,6.71,32.64,41.23,4.587,2.904,7.491,38.76,26.32,58.88,86.54
COMP2,425.8,363.1,62.7,0,85.27,10.23,19.44,87.41,115.5,12.87,11.64,24.51,47.48,32.16,57.03,88.38
IHX,95.83,63.08,32.75,0,65.82,5.342,10.15,29.85,40.5,10.2,2.038,12.24,16.65,106.1,86.54,178.4
MOT1,161.9,153.8,8.097,0,95,1.321,2.51,29.45,32.55,1.473,0.9648,2.437,39.58,10.5,50.52,58.77
MOT2,448.2,425.8,22.41,0,95,3.655,6.948,81.52,87.41,4.076,0,4.076,0,7.225,50.52,57.03
SNK_HX,290.4,280.1,10.31,0,96.45,1.682,3.197,106.9,113.1,3.797,3.468,7.265,47.74,9.671,102.3,112.2
SRC_HX,24.72,7.529,17.19,0,30.46,2.804,5.331,14.35,20.81,9.978,1.949,11.93,16.34,376.4,161.2,767.9
VAL1,36.53,24.89,11.65,0,68.12,1.9,3.611,11.38,14.44,3.629,0,3.629,0,86.29,86.54,161.2
VAL2,135.8,,135.8,0,,22.15,42.1,49.08,,49.08,0,49.08,0,inf,100.4,
TOT,613.1,280.1,322.5,10.51,45.68,52.61,100,111,133.9,58.38,22.96,81.34,28.23,164.2,50.28,132.8
